order,area,map,index,memo,type,qual,fav,text,notes
356,Damcyan,#Damcyan3F,0x04,old woman,info,0,,Hold Y while driving the hovercraft to really pick up some steam!,
357,,#Damcyan3F,0x05,,unused,,,,
358,,#Damcyan3F,0x06,,unused,,,,
359,,#Damcyan3F,0x07,,unused,,,,
360,,#Damcyan3F,0x08,,unused,,,,
361,,#Damcyan3F,0x09,,unused,,,,
362,,#Damcyan3F,0x0A,,unused,,,,
363,,#Damcyan3F,0x0B,,unused,,,,
364,,#Damcyan3F,0x0C,,unused,,,,
365,,#Damcyan3F,0x0D,,unused,,,,
366,Damcyan,#Damcyan3F,0x0E,edward joined,event,,,,
367,Damcyan,#DamcyanTreasuryEntrance,0x00,fallen soldier,event,,,Contents of these chests may have shifted during bombardment. Use caution.,
372,Fabul,#FabulLobby,0x00,monk,info,0,,[helmet]Headband and [helmet]Bandanna boost strength and are great for your attackers.,
373,Fabul,#FabulLobby,0x01,monk,info,0,,[shirt]Karate and [shirt]Bl.Belt buff your strength. Find them for your attackers!,
374,,#FabulLobby,0x02,,unused,,,,
375,,#FabulLobby,0x03,,unused,,,,
376,Fabul,#FabulSecondFloor,0x00,monk,info,0,,Two [claw]FireClaws aren't actually better than one. One is all the fire you need.,
377,Fabul,#FabulSecondFloor,0x01,monk,info,0,,I put on a [gauntlet]Zeus and now I win all our sparring contests.,
378,,#FabulSecondFloor,0x02,,unused,,,,
379,,#FabulSecondFloor,0x03,,unused,,,,
380,,#FabulThroneRoom,0x00,,unused,,,,
381,,#FabulThroneRoom,0x01,,unused,,,,
382,,#FabulThroneRoom,0x02,,unused,,,,
383,Fabul,#FabulThroneRoom,0x03,old man,info,1,,"The king was injured in the battle, somehow!",
387,Fabul,#FabulEastTower1F,0x00,monk,info,0,,"Sometimes it's better to Focus than Attack, especially if the enemy counters attacks.",
388,Fabul,#FabulEastTower1F,0x01,monk,info,0,,"Bear will help physical defense, but it's only useful for us in longer battles.|By this I mean the Bear command, not a literal bear.|Though I guess a bear would also help.|I want a bear.",
389,Fabul,#FabulEastTower1F,0x02,monk,info,0,,"Pfft, magic. MYSIDIA AIN'T PLAYED NOBODY!",
390,,#FabulEastTower1F,0x03,,unused,,,,
391,,#FabulEastTower2F,0x00,,unused,,,,
392,Fabul,#FabulEastTower2F,0x01,man,info,0,,[Yang]'s high HP makes him a good candidate to use HP-based items like FireBomb.,
393,,#FabulEastTower2F,0x02,,unused,,,,
394,Fabul,#FabulEastTower2F,0x03,woman,info,0,,"[claw]Charm boosts agility, but has a lower hit rate than most claws.",
395,,#FabulEastTower2F,0x04,,unused,,,,
396,Fabul,#FabulEastTower2F,0x05,boy,info,0,,[claw]CatClaws make you fast! I want a [claw]CatClaw! | Gotta go fast!,
397,,#FabulKingRoom,0x00,,unused,,,,
398,Fabul,#FabulKingRoom,0x01,king thanks you,event,,,,
399,Fabul,#FabulKingRoom,0x02,king,info,1,1,"What? No, you can't have a ship. I'm not made of ships.",
400,,#FabulKingRoom,0x03,,unused,,,,
401,Fabul,#FabulKingRoom,0x04,old woman,info,0,,Dark Knights keep passing through and leaving their stuff here.,
402,,#FabulKingRoom,0x05,,unused,,,,
403,Fabul,#FabulKingRoom,0x06,sleep in bed,event,,,,
404,Fabul,#FabulKingRoom,0x07,receive black sword,event,,,,
406,Fabul,#FabulHospital,0x00,,unused,,,,
407,Fabul,#FabulHospital,0x01,white mage,info,0,,I cast [whitemagic]Cure1 on these monks. It's the most MP-efficient way to heal outside combat.,
408,Fabul,#FabulHospital,0x02,monk,info,0,,"I tried to tell them to use Illusions, but no, they just rushed into battle_",
409,Fabul,#FabulHospital,0x03,monk,info,0,,Kick deals damage equal to about half of [Yang]'s base attack power.,
409.1,Fabul,#FabulHospital,0x04,monk,info,0,,We monks end up here a lot because we can't equip most defensive armor.,
409.2,Fabul,#FabulHospital,0x05,monk,info,0,,I wish I'd known [claw]Thunder did extra damage to Robots before I went to the Giant.,
410,Fabul,#FabulYangRoom,0x00,yang's wife,event,,,,
411,Fabul,#FabulYangRoom,0x01,yang's wife,event,,,,
412,Fabul,#FabulYangRoom,0x02,yang's wife,event,,,,
413,Fabul,#FabulYangRoom,0x03,yang's wife,event,,,,
414,Fabul,#FabulYangRoom,0x04,yang's wife,event,,,,
415,Fabul,#FabulYangRoom,0x05,yang's wife,event,,,,
416,Fabul,#FabulYangRoom,0x06,yang's wife,event,,,,
417,Fabul,#FabulYangRoom,0x07,yang's wife,event,,,,
418,Fabul,#FabulYangRoom,0x08,yang's wife,event,,,,
419,Fabul,#FabulYangRoom,0x09,yang's wife,event,,,,
420,Fabul,#FabulYangRoom,0x0A,yang's wife,event,,,,
422,,#WateryPassSaveRoom,0x00,,unused,,,,
423,,#WateryPassSaveRoom,0x01,,unused,,,,
424,ToroiaCastle,#ToroiaCastleLobby,0x00,dancer,info,0,,We look like dancers because we all use [knife]Dancing.,
425,ToroiaCastle,#ToroiaCastleLobby,0x01,soldier,info,0,,"A prince washed up on the shore, doctors say his condition is stable, but crappy.",
426,ToroiaCastle,#ToroiaCastleLobby,0x02,dancer,info,0,,"Hey, you don't see anyone trying to invade Toroia, do you? We're great at this.",
427,ToroiaCastle,#ToroiaCastleLobby,0x03,soldier,info,0,,"Most beautiful city, most beautiful castle, most beautiful theme__ Toroia has it all.",
428,ToroiaCastle,#ToroiaCastleLobby,0x04,old woman,info,0,,Our Clerics are teaching an impromptu session on run buffering.,
429,ToroiaCastle,#ToroiaCastleLobby,0x05,soldier,info,0,,How did our [crystal]Earth get lost? I blame that Prince _ never trusted Damcyan.,
430,,#ToroiaCastleLobby,0x06,,unused,,,,
431,ToroiaCastle,#ToroiaCastleLobby,0x07,soldier,info,0,,Prince [Edward] has been eyeing the cutlery very closely.|It's disturbing.,
432,ToroiaCastle,#ToroiaCastleClericRoom,0x00,dancer,info,0,,"Need to grind early? Sirens on Mt. Ordeals summit will bring you low HP, high EXP Liliths.",
433,,#ToroiaCastleClericRoom,0x01,,unused,,,,
434,ToroiaCastle,#ToroiaCastleClericRoom,0x02,dancer,info,0,,The bushes at the end of the river in town hide some extra treasure.,
435,,#ToroiaCastleClericRoom,0x03,,unused,,,,
436,ToroiaCastle,#ToroiaCastleClericRoom,0x04,cleric4,event,,,Run buffering can really help in fights where you need just a little extra time.,
437,,#ToroiaCastleClericRoom,0x05,,unused,,,,
438,,#ToroiaCastleClericRoom,0x06,,unused,,,,
439,ToroiaCastle,#ToroiaCastleClericRoom,0x07,cleric5,event,,,"If you pop up the 'Can't Run' box in a fight that had previous textboxes, it hangs longer.",
440,,#ToroiaCastleClericRoom,0x08,,unused,,,,
441,,#ToroiaCastleClericRoom,0x09,,unused,,,,
442,ToroiaCastle,#ToroiaCastleClericRoom,0x0A,cleric3,event,,,"If you can input commands before the box goes away, you'll take turns slightly faster.",
443,,#ToroiaCastleClericRoom,0x0B,,unused,,,,
444,,#ToroiaCastleClericRoom,0x0C,,unused,,,,
445,ToroiaCastle,#ToroiaCastleClericRoom,0x0D,cleric6,event,,,One way to avoid getting MegaNuked by Wyvern is to buffer out a StarVeil.,
446,,#ToroiaCastleClericRoom,0x0E,,unused,,,,
447,,#ToroiaCastleClericRoom,0x0F,,unused,,,,
448,ToroiaCastle,#ToroiaCastleClericRoom,0x10,cleric2,event,,,"As long as the box is up, enemy battle ATB is frozen.",
449,,#ToroiaCastleClericRoom,0x11,,unused,,,,
450,,#ToroiaCastleClericRoom,0x12,,unused,,,,
451,ToroiaCastle,#ToroiaCastleClericRoom,0x13,cleric7,event,,,Sometimes run buffering won't work in really tight agility windows. Ogopogo hates buffers.,
452,,#ToroiaCastleClericRoom,0x14,,unused,,,,
453,,#ToroiaCastleClericRoom,0x15,,unused,,,,
454,ToroiaCastle,#ToroiaCastleClericRoom,0x16,cleric1,event,,,Run buffering happens when you pop up the 'Can't Run' box in an unrunnable battle.,
455,,#ToroiaCastleClericRoom,0x17,,unused,,,,
456,,#ToroiaCastleClericRoom,0x18,,unused,,,,
457,ToroiaCastle,#ToroiaCastleClericRoom,0x19,cleric8,event,,,"In Free Enterprise, buffering is most useful in the most dangerous fights.",
458,,#ToroiaCastleClericRoom,0x1A,,unused,,,,
459,,#ToroiaCastleClericRoom,0x1B,,unused,,,,
460,,#ToroiaCastleClericRoom,0x1C,,unused,,,,
461,,#ToroiaCastleClericRoom,0x1D,,unused,,,,
463,ToroiaCastle,#ToroiaCastleHospital,0x00,man,info,0,,"We have three patients with lacerated spines awaiting treatment, but only one bed.|Too many cutbacks.",
464,ToroiaCastle,#ToroiaCastleHospital,0x01,woman,info,0,,He is surprisingly good at social distancing.,
465,ToroiaCastle,#ToroiaCastleHospital,0x02,edward after item,info,0,1,"[Edward]:Something in here is wet, but I'm afraid to ask about it.",
466,ToroiaCastle,#ToroiaCastleHospital,0x03,soldier,info,0,,"That prince [Edward] is a keeper. Sure, he sucks now, but wait until level 70!",
467,,#ToroiaCastleHospital,0x04,,unused,,,,
468,,#ToroiaCastleHospital,0x05,,unused,,,,
469,,#ToroiaCastleHospital,0x06,,unused,,,,
470,,#ToroiaCastleHospital,0x07,,unused,,,,
471,ToroiaCastle,#ToroiaCastleHospital,0x08,harp,event,,,It's got algae all over it _ whatever he plays next won't sound right.,
473,ToroiaCastle,#ToroiaCastleHall,0x00,treasury guard,event,,,,
474,ToroiaCastle,#ToroiaCastleHall,0x01,treasury guard,event,,,,
475,ToroiaCastle,#ToroiaCastleHall,0x02,treasury guard,event,,,,
476,ToroiaCastle,#ToroiaCastleHall,0x03,treasury guard,event,,,,
488,,#BaronCastleBlackMagicSchool,0x00,,unused,,,,
489,BaronCastle,#BaronCastleBlackMagicSchool,0x01,black mage,info,1,,"Stone is worthless against bosses, but it sure helps me gain levels fast!",
490,,#BaronCastleBlackMagicSchool,0x02,,unused,,,,
491,BaronCastle,#BaronCastleBlackMagicSchool,0x03,black mage,info,1,,Why do I have to learn all these spells? I can just use Virus on everything.,
492,BaronCastle,#BaronCastleBlackMagicSchool,0x04,black mage,info,1,,Meteo is cool! But it's so slow. Quake is much faster.,
493,,#BaronCastleBlackMagicSchool,0x05,,unused,,,,
494,,#BaronCastleBlackMagicSchool,0x06,,unused,,,,
495,,#BaronCastleWhiteMagicSchool,0x00,,unused,,,,
496,BaronCastle,#BaronCastleWhiteMagicSchool,0x01,white mage,info,1,,I still think it's dumb that Sight doesn't cure blindness.,
497,,#BaronCastleWhiteMagicSchool,0x02,,unused,,,,
498,BaronCastle,#BaronCastleWhiteMagicSchool,0x03,white mage,info,1,,"Slow will only stack up to two times, while SilkWeb sets the lowest speed right away.",
499,,#BaronCastleWhiteMagicSchool,0x04,,unused,,,,
500,BaronCastle,#BaronCastleWhiteMagicSchool,0x05,white mage,info,1,,Stuck in a long physical battle? Try stacking [whitemagic]Armor until the damage looks tolerable.,
505,,#MistCave,0x00,,unused,,,,
506,,#MistCave,0x01,,unused,,,,
507,,#MistCave,0x02,,unused,,,,
510,WateryPass,#WateryPass1F,0x00,tellah join,event,,,,
514,,#WateryPass5F,0x00,,unused,,,,
517,,#Waterfall2F,0x00,,unused,,,,
518,,#Waterfall2F,0x01,,unused,,,,
519,,#Waterfall2F,0x02,,unused,,,,
527,Hobs,#MountHobsWest,0x00,ice wall,event,,,Sealed with thick plot.,
528,,#MountHobsWest,0x01,,unused,,,,
529,,#MountHobsWest,0x02,,unused,,,,
530,,#MountHobsWest,0x03,,unused,,,,
531,,#MountHobsWest,0x04,,unused,,,,
532,Hobs,#MountHobsWest,0x05,learned fire,event,,,,
533,,#MountHobsWest,0x06,,unused,,,,
534,,#MountHobsWest,0x07,,unused,,,,
535,,#MountHobsSummit,0x00,,unused,,,,
536,,#MountHobsSummit,0x01,,unused,,,,
537,,#MountHobsSummit,0x02,,unused,,,,
538,,#MountHobsSummit,0x03,,unused,,,,
539,,#MountHobsSummit,0x04,,unused,,,,
540,,#MountHobsSummit,0x05,,unused,,,,
541,,#MountHobsSummit,0x06,,unused,,,,
542,,#MountHobsSummit,0x07,,unused,,,,
543,,#MountHobsSummit,0x08,,unused,,,,
544,Hobs,#MountHobsSummit,0x09,yang joined,event,,,,
549,,#MountOrdeals1F,0x00,,unused,,,,
550,,#MountOrdeals2F,0x00,,unused,,,,
551,,#MountOrdeals3F,0x00,,unused,,,,
552,,#MountOrdealsSummit,0x00,,unused,,,,
553,,#MountOrdealsSummit,0x01,,unused,,,,
556,,#BaronCastleAntechamber,0x00,palom statue,event,,,,
557,,#BaronCastleAntechamber,0x01,porom statue,event,,,,
558,,#BaronCastleAntechamber,0x02,,unused,,,,
559,,#BaronCastleAntechamber,0x03,,unused,,,,
560,,#BaronCastleAntechamber,0x04,,unused,,,,
561,,#BaronCastleAntechamber,0x05,,unused,,,,
562,,#BaronCastleAntechamber,0x06,,unused,,,,
563,,#BaronCastleAntechamber,0x07,,unused,,,,
564,,#BaronCastleAntechamber,0x08,,unused,,,,
565,,#BaronCastleAntechamber,0x09,,unused,,,,
566,,#BaronCastleAntechamber,0x0A,,unused,,,,
567,,#BaronCastleAntechamber,0x0B,,unused,,,,
568,,#BaronCastleAntechamber,0x0C,,unused,,,,
569,,#BaronCastleAntechamber,0x0D,,unused,,,,
570,Agart,#AgartWell,0x00,well,event,,,,
571,CaveMagnes,#CaveMagnes1F,0x00,magnetic field,event,,,,
579,CaveMagnes,#CaveMagnesCrystalRoom,0x00,me change,event,,,,
580,CaveMagnes,#CaveMagnesCrystalRoom,0x01,wield your sword,event,,,,
581,CaveMagnes,#CaveMagnesCrystalRoom,0x02,seal,event,,,,
582,CaveMagnes,#CaveMagnesCrystalRoom,0x03,grr! you!,event,,,,
585,,#BaronSerpentRoad,0x00,,unused,,,,
586,BaronTown,#BaronSerpentRoad,0x01,soldier,info,0,,Airships!? Back in my day we had to walk an entire Serpent Road to reach Mysidia!,
587,,#BaronSerpentRoad,0x02,,unused,,,,
595,,#ZotCommandCenter,0x00,,unused,,,,
596,,#ZotCommandCenter,0x01,,unused,,,,
597,,#ZotCommandCenter,0x02,,unused,,,,
598,,#ZotCommandCenter,0x03,,unused,,,,
599,,#ZotCommandCenter,0x04,,unused,,,,
600,,#ZotCommandCenter,0x05,,unused,,,,
601,Zot,#ZotCommandCenter,0x06,death ball,event,,,Something is engraved in the side of the ball:|I.O.U. one scythe blade,
602,Silvera,#AdamantGrotto,0x00,mini,info,0,,He told me he loves getting tail. I misunderstood.,
603,Silvera,#AdamantGrotto,0x01,tail trade,event,,,,
604,Silvera,#AdamantGrotto,0x02,tail trade,event,,,,
605,Silvera,#AdamantGrotto,0x03,tail trade,event,,,,
608,,#CidAirship,0x00,,unused,,,,
609,,#CidAirship,0x01,,unused,,,,
613,,#BabilB1,0x00,,unused,,,,
614,,#BabilB1,0x01,,unused,,,,
624,TrainingRoom,#TrainingRoomMain,0x00,training room,training,,,Stuck? Join the Free Enterprise Discord and ask away in the Newbie's Corner!,
625,TrainingRoom,#TrainingRoomMain,0x01,training room,training,,,"In Free Enterprise, your party members will never leave you... (Unless Permadeath is on.)",Keep
626,TrainingRoom,#TrainingRoomMain,0x02,training room,training,,,The Pass will open a secret passage...,Keep
627,TrainingRoom,#TrainingRoomMain,0x03,training room,training,,,You will need the Crystal to defeat Zeromus...,Keep
628,TrainingRoom,#TrainingRoomMain,0x04,training room,training,,,To reach the Tower of Zot...,Keep
629,TrainingRoom,#TrainingRoomMain,0x05,training room,training,,,Take the Dark Crystal to Mysidia...,Keep
630,TrainingRoom,#TrainingRoomMain,0x06,training room,training,,,Speak to the man on the bridge of the Big Whale...,Keep
631,TrainingRoom,#TrainingRoomMain,0x07,training room,training,,,Completing the trial of Mt. Ordeals...,Keep
632,TrainingRoom,#TrainingRoomMain,0x08,training room,training,,,Defeating the boss in the dwarf castle crystal room...,Keep
633,TrainingRoom,#TrainingRoomMain,0x09,training room,training,,,You can't have more than one of the same character...,Keep
634,TrainingRoom,#TrainingRoomUpstairs,0x00,training room,training,,,Golbez or Wyvern blocking you? StarVeil is a J item that can bail you out!,
635,TrainingRoom,#TrainingRoomUpstairs,0x01,training room,training,,,When playing with random treasures on ...,Keep
636,TrainingRoom,#TrainingRoomUpstairs,0x02,training room,training,,,"If you are playing with randomized bosses, save often...",Keep 
637,TrainingRoom,#TrainingRoomUpstairs,0x03,training room,training,,,Characters in the middle slot get a boost to their attack and spell accuracy,
638,TrainingRoom,#TrainingRoomUpstairs,0x04,training room,training,,,The engineers in Baron will not give you...,Keep
639,TrainingRoom,#TrainingRoomUpstairs,0x05,training room,training,,,Back attack problems? Boost your agility with equips and outspeed your agility anchor.,
640,TrainingRoom,#TrainingRoomUpstairs,0x06,training room,training,,,"With randomized bosses, rewards and item require-ments...",Keep
641,TrainingRoom,#TrainingRoomUpstairs,0x07,training room,training,,,Hard-hitting physical boss? Remember that back row characters can help you a lot.|Paladin [Cecil]'s cover ability can clutch you through tough fights if he's in the back row.,
642,TrainingRoom,#TrainingRoomUpstairs,0x08,training room,training,,,Yang's wife won't give you the Pan - or other...,Keep
643,TrainingRoom,#TrainingRoomUpstairs,0x09,training room,training,,,"If you have randomized key items, one can be earned by defeating Kainazzo",Keep
644,TrainingRoom,#TrainingRoomUpstairs,0x0A,training room,training,,,"Even when treasures have been randomized, the location of the Rat Tail...",Keep
645,TrainingRoom,#TrainingRoomUpstairs,0x0B,training room,training,,,Full details about this randomizer can be found at...,Keep
651,,#GiantLung,0x00,,unused,,,,
652,,#GiantLung,0x01,,unused,,,,
653,,#GiantLung,0x02,,unused,,,,
654,,#GiantLung,0x03,,unused,,,,
655,,#GiantLung,0x04,,unused,,,,
656,,#GiantLung,0x05,,unused,,,,
657,,#GiantLung,0x06,,unused,,,,
658,,#GiantLung,0x07,,unused,,,,
659,,#GiantLung,0x08,,unused,,,,
660,,#GiantLung,0x09,,unused,,,,
663,,#SoldierAirship,0x00,,unused,,,,
666,,#DockedAirship,0x00,,unused,,,,
667,,#DockedAirship,0x01,,unused,,,,
668,,#JoinedAirships,0x00,,unused,,,,
669,,#JoinedAirships,0x01,,unused,,,,
670,,#JoinedAirships,0x02,,unused,,,,
671,,#JoinedAirships,0x03,,unused,,,,
672,,#JoinedAirships,0x04,,unused,,,,
673,,#JoinedAirships,0x05,,unused,,,,
674,,#JoinedAirships,0x06,,unused,,,,
678,,#CaveEblanSettlement,0x00,,unused,,,,
679,CaveEblan,#CaveEblanSettlement,0x01,soldier,info,1,,"Our home was destroyed, so we decided to move closer to our enemies!",
680,CaveEblan,#CaveEblanSettlement,0x02,soldier,info,1,,[Edge]'s default agility will boost your odds of quick runaways from battle.,
681,CaveEblan,#CaveEblanSettlement,0x03,soldier,info,1,,[katana]Long and [katana]Ninja do exceptional damage even in late-game situations.,
682,CaveEblan,#CaveEblanSettlement,0x04,soldier,info,1,,Dart does damage equal to the user's level multiplied by the weapon's attack power.,
683,,#CaveEblanSettlement,0x05,,unused,,,,
684,,#CaveEblanSettlement,0x06,,unused,,,,
685,CaveEblan,#CaveEblanSettlement,0x07,soldier,info,1,,Sneak has a very low success rate. It helps to bring a child to Cry as a distraction.,
686,CaveEblan,#CaveEblanSettlement,0x08,soldier,info,1,,Flame is a good way to clear out early-game mobs _ if you find [Edge] early.,
687,CaveEblan,#CaveEblanSettlement,0x09,soldier,info,1,,Smoke will let you escape from any escapable battle. ,
688,CaveEblan,#CaveEblanPass,0x00,fallen soldier,event,,,I wish I had found the [key]Magma instead_,
689,CaveEblan,#CaveEblanPass,0x01,fallen soldier,event,,,_Hook seeds are the worst_,
690,CaveEblan,#CaveEblanExit,0x00,fallen soldier,event,,,At least I'm still more useful than the Ninjas from After Years_,
691,CaveEblan,#CaveEblanExit,0x01,fallen soldier,event,,,There's tons more loot in Eblan Castle that we forgot to haul underground with us.,
692,,#CaveEblanExit,0x02,,unused,,,,
696,CaveEblan,#CaveEblanHospital,0x00,man,info,1,,I took down Attacker and Defender before CPU. I'm lucky to be alive!,
697,CaveEblan,#CaveEblanHospital,0x01,soldier,info,1,,I ran into Wyvern without the -whyburn flag on. I'm lucky to be alive!,
698,CaveEblan,#CaveEblanHospital,0x02,boy,info,1,,I used spells on Ogopogo. I'm lucky to be alive!,
699,CaveEblan,#CaveEblanHospital,0x03,soldier,info,1,,My wife threw a Spoon at me. I'm lucky to be alive!,
700,CaveEblan,#CaveEblanHospital,0x04,old woman,info,1,,I fought Golbez without killing three of my allies first. I'm lucky to be alive!,
701,,#CaveEblanHospital,0x05,,unused,,,,
702,CaveEblan,#CaveEblanHospital,0x06,woman,info,1,,I fought Plague with three party members. I'm lucky to be alive!,
703,CaveEblan,#CaveEblanHospital,0x07,soldier,info,1,,I was checking the pots here and got ambushed by a Staleman. I'm lucky to be alive!,
704,CaveEblan,#CaveEblanHospital,0x08,woman,info,1,,I ran into a yellow sparkle without safety saving. I'm lucky to be alive!,
705,CaveEblan,#CaveEblanHospital,0x09,girl,info,1,,I challenged a physical boss in the Feymarch. I'm lucky to be alive!,
706,CaveEblan,#CaveEblanHospital,0x0A,old man,info,1,,I was attacked by a Dark Knight with the Bnofree flag on. I'm lucky to be alive!,
708,,#EmptyAirship2,0x00,,unused,,,,
709,,#EmptyAirship2,0x01,,unused,,,,
710,,#EmptyAirship2,0x02,,unused,,,,
711,,#EmptyAirship2,0x03,,unused,,,,
731,,#MysidiaArmor,0x00,,unused,,,,
732,,#MysidiaArmor,0x01,,unused,,,,
733,,#MysidiaArmor,0x02,,unused,,,,
734,,#MysidiaArmor,0x03,,unused,,,,
735,,#MysidiaArmor,0x04,,unused,,,,
736,,#MysidiaArmor,0x05,,unused,,,,
737,,#MysidiaArmor,0x06,,unused,,,,
738,,#MysidiaArmor,0x07,,unused,,,,
739,,#MysidiaArmor,0x08,,unused,,,,
740,Mysidia,#MysidiaArmor,0x09,black mage,info,0,,[helmet]Gaea is the only headgear for men that boosts Wisdom.,
742,Silvera,#SilveraInn,0x00,mini,info,0,,I heard there's some great tail collecting in the grotto east of here.,
743,Silvera,#SilveraInn,0x01,mini,info,0,,"I brought him a pig tail, but he said he wanted a pink one.",
747,,#BaronTownItems,0x00,,unused,,,,
748,BaronTown,#BaronTownItems,0x01,woman,info,0,,Low on money? Our shopkeep pays premium prices for found goods.,
765,Tomra,#Tomra,0x00,dwarf,info,1,,Sealed Cave doors won't attack you if encounters are off.,
766,Tomra,#Tomra,0x01,dwarf,info,1,,"You can save outside, see what's in Sealed Cave, and only fight for the item if it is worth it.",
767,Tomra,#Tomra,0x02,dwarf,info,1,,"The [axe]Dwarf is so heavy, it makes you slower. But that can be a good thing.",
768,Tomra,#Tomra,0x03,dwarf,info,1,,The Tower of Bab-il has a lot of easy monster-in-a-box chests if you want better equipment.,
769,Tomra,#Tomra,0x04,dwarf,info,1,,You'll need the [key]Luca to access the Sealed Cave. ,
770,Tomra,#Tomra,0x05,dwarf,info,1,,You'll need the [key]Tower to access the locked room in Tower of Bab-il.,
771,,#SmithyHouseMainFloor,0x00,,unused,,,,
772,,#SmithyHouseMainFloor,0x01,,unused,,,,
773,Smithy,#SmithyHouseMainFloor,0x02,dwarf,info,1,,"Kokkol makes a pretty good sword, but nothing beats a [lightsword]Crystal.",
774,Smithy,#SmithyHouseMainFloor,0x03,dwarf,info,1,,Come check out our shop. We've got good stuff!,
775,,#SmithyHouseMainFloor,0x04,,unused,,,,
776,Smithy,#SmithyHouseMainFloor,0x05,excalibur,event,,,,
777,Smithy,#SmithyHouseMainFloor,0x06,smithy after excal,info,3,1,Now where did I leave that secret chest?,
778,Smithy,#SmithyHouseMainFloor,0x07,smithy shop,event,,,,
779,Smithy,#SmithyRoom,0x00,smithy,event,,,,
780,Smithy,#SmithyRoom,0x01,smithy,event,,,,
781,Smithy,#SmithyRoom,0x02,smithy,event,,,,
782,Smithy,#SmithyRoom,0x03,smithy,event,,,,
783,Tomra,#TomraInn,0x00,dwarf,info,1,,You'll need both the [lightsword]Legend and the Adamant to wake Kokkol up.,
784,Tomra,#TomraInn,0x01,dwarf,info,1,,One easy way to grind is to use Sirens on the three-step peninsula way out west.,
785,Tomra,#TomraEquipment,0x00,dwarf,info,1,,"Items in our shops are likely better than overworld ones! Statistically, I mean.",
786,Tomra,#TomraTreasury,0x00,dwarf,info,1,,"As you can see, you're hardly the first person to plunder this treasure stash.",
787,Tomra,#TomraTreasury,0x01,dwarf,info,1,,I am -a random occupation-.,
788,DwarfCastle,#DwarfCastle,0x00,dwarf,info,1,,Lali-ho!,
789,DwarfCastle,#DwarfCastle,0x01,dwarf,info,1,,Lali-ho!,
790,DwarfCastle,#DwarfCastle,0x02,dwarf,info,1,,Lolly-hoo!,
791,DwarfCastle,#DwarfCastle,0x03,dwarf,info,1,,Lilly-hey!,
792,DwarfCastle,#DwarfCastle,0x04,dwarf,info,1,,Lurley-herr!,
793,DwarfCastle,#DwarfCastle,0x05,dwarf,info,1,,Laddy-hor!,
794,DwarfCastle,#DwarfCastle,0x06,dwarf,info,1,,Linman-uel!,
795,DwarfCastle,#DwarfCastle,0x07,dwarf,info,1,,Loofer-rigno!,
796,DwarfCastle,#DwarfCastleLobby,0x00,dwarf,info,1,,Lay-away!,
797,DwarfCastle,#DwarfCastleLobby,0x01,dwarf,info,1,,Logether now!| 3-2-1| Lego-las!,
798,DwarfCastle,#DwarfCastleLobby,0x02,dwarf,info,1,,Lora-lei!,
799,DwarfCastle,#DwarfCastleLobby,0x03,dwarf,info,1,,Lana-lang!,
800,DwarfCastle,#DwarfCastleLobby,0x04,dwarf,info,1,,Labra-dor!,
801,DwarfCastle,#DwarfCastleLobby,0x05,dwarf,info,1,,Larce-ny!,
802,,#DwarfCastleLobby,0x06,luca,event,,,,
803,,#DwarfCastleThroneRoom,0x00,,unused,,,,
804,,#DwarfCastleThroneRoom,0x01,,unused,,,,
805,,#DwarfCastleThroneRoom,0x02,,unused,,,,
806,,#DwarfCastleThroneRoom,0x03,,unused,,,,
807,DwarfCastle,#DwarfCastleThroneRoom,0x04,luca has something,event,,,,
808,,#DwarfCastleThroneRoom,0x05,,unused,,,,
809,,#DwarfCastleThroneRoom,0x06,,unused,,,,
810,,#DwarfCastleThroneRoom,0x07,,unused,,,,
811,,#DwarfCastleThroneRoom,0x08,,unused,,,,
812,,#DwarfCastleThroneRoom,0x09,,unused,,,,
813,DwarfCastle,#DwarfCastleThroneRoom,0x0A,giott,info,2,1,Giott:Some days I feel like I just Giott-a get out of here.,
814,,#DwarfCastleThroneRoom,0x0B,,unused,,,,
815,DwarfCastle,#DwarfCastleThroneRoom,0x0C,dwarf,info,2,,Linky-past!,
816,DwarfCastle,#DwarfCastleThroneRoom,0x0D,dwarf,info,2,,Lickety-spit!,
817,DwarfCastle,#DwarfCastleThroneRoom,0x0E,dwarf,info,2,,Lisa-loeb!,
818,DwarfCastle,#DwarfCastleThroneRoom,0x0F,dwarf,info,2,,Learn [whitemagic]Float to fly over damage tiles in Sylph Cave and Feymarch. | Err__ Lunchy-box! Don't blow my cover.,
819,DwarfCastle,#DwarfCastleThroneRoom,0x10,luca,info,2,1,,Keep normal.
820,DwarfCastle,#DwarfCastleFatChocobo,0x00,dwarf,info,2,,Lucca-hug!,
821,DwarfCastle,#DwarfCastleFatChocobo,0x01,dwarf,info,2,,Loin-opork!,
822,,#DwarfCastleFatChocobo,0x02,,unused,,,,
823,DwarfCastle,#DwarfCastleFatChocobo,0x03,door opener,event,,,"Hey, what's goin on on this side? -hic-",
824,DwarfCastle,#DwarfCastleTunnel,0x00,dwarf,info,1,,Lipton-tea!,
825,DwarfCastle,#DwarfCastleTunnel,0x01,dwarf,info,1,,Lender-loany!,
826,DwarfCastle,#DwarfCastleTunnel,0x02,dwarf,info,1,,Laguna-loire!,
827,DwarfCastle,#DwarfCastleTunnel,0x03,dwarf,info,1,,Luanne-platter!,
