,room_address,entities_ptr,doors_ptr,num_doors,x,y,x_1,y_1,type_1,subtype_1,entityID_1,varA_1,varB_1,x_2,y_2,type_2,subtype_2,entityID_2,varA_2,varB_2,x_3,y_3,type_3,subtype_3,entityID_3,varA_3,varB_3,x_4,y_4,type_4,subtype_4,entityID_4,varA_4,varB_4,x_5,y_5,type_5,subtype_5,entityID_5,varA_5,varB_5,x_6,y_6,type_6,subtype_6,entityID_6,varA_6,varB_6,x_7,y_7,type_7,subtype_7,entityID_7,varA_7,varB_7,x_8,y_8,type_8,subtype_8,entityID_8,varA_8,varB_8,x_9,y_9,type_9,subtype_9,entityID_9,varA_9,varB_9,x_10,y_10,type_10,subtype_10,entityID_10,varA_10,varB_10,x_11,y_11,type_11,subtype_11,entityID_11,varA_11,varB_11,x_12,y_12,type_12,subtype_12,entityID_12,varA_12,varB_12,x_13,y_13,type_13,subtype_13,entityID_13,varA_13,varB_13,x_14,y_14,type_14,subtype_14,entityID_14,varA_14,varB_14,x_15,y_15,type_15,subtype_15,entityID_15,varA_15,varB_15,x_16,y_16,type_16,subtype_16,entityID_16,varA_16,varB_16,x_17,y_17,type_17,subtype_17,entityID_17,varA_17,varB_17,x_18,y_18,type_18,subtype_18,entityID_18,varA_18,varB_18,x_19,y_19,type_19,subtype_19,entityID_19,varA_19,varB_19,x_20,y_20,type_20,subtype_20,entityID_20,varA_20,varB_20,x_21,y_21,type_21,subtype_21,entityID_21,varA_21,varB_21,x_22,y_22,type_22,subtype_22,entityID_22,varA_22,varB_22,x_23,y_23,type_23,subtype_23,entityID_23,varA_23,varB_23,x_24,y_24,type_24,subtype_24,entityID_24,varA_24,varB_24,x_25,y_25,type_25,subtype_25,entityID_25,varA_25,varB_25,x_26,y_26,type_26,subtype_26,entityID_26,varA_26,varB_26,x_27,y_27,type_27,subtype_27,entityID_27,varA_27,varB_27,Region,Region Number,Index in Region
32,085102A4,0x8511530,0x8510284,2,42,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,33
33,0851033C,0x851153c,0x851031c,2,18,14,232.0,160.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,34
34,085103C4,0x8511554,0x85103a4,2,19,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,35
35,0851048C,0x8511560,0x851043c,5,16,21,208.0,152.0,4.0,2.0,0.0,81.0,29.0,8.0,160.0,2.0,2.0,1.0,0.0,11.0,128.0,256.0,1.0,0.0,2.0,0.0,0.0,144.0,256.0,1.0,0.0,3.0,0.0,0.0,112.0,352.0,1.0,0.0,4.0,0.0,0.0,64.0,384.0,1.0,6.0,5.0,0.0,0.0,16.0,392.0,2.0,8.0,6.0,0.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,36
36,08510504,0x8510f84,0x85104f4,1,9,22,0.0,0.0,2.0,29.0,0.0,1.0,0.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,37
37,0851059C,0x85115c0,0x851057c,2,21,15,184.0,176.0,1.0,4.0,0.0,1.0,0.0,232.0,152.0,3.0,0.0,1.0,1.0,0.0,376.0,176.0,1.0,5.0,2.0,1.0,0.0,424.0,152.0,3.0,0.0,3.0,1.0,0.0,568.0,176.0,1.0,4.0,4.0,1.0,0.0,616.0,152.0,3.0,0.0,5.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,38
38,08510644,0x8511614,0x8510614,3,24,14,80.0,152.0,4.0,4.0,0.0,62.0,21.0,112.0,248.0,3.0,0.0,1.0,1.0,0.0,112.0,408.0,3.0,0.0,2.0,1.0,0.0,176.0,136.0,4.0,2.0,3.0,93.0,0.0,176.0,384.0,1.0,0.0,4.0,0.0,0.0,192.0,384.0,1.0,0.0,5.0,0.0,0.0,208.0,384.0,1.0,0.0,6.0,0.0,0.0,208.0,312.0,3.0,0.0,7.0,1.0,0.0,208.0,408.0,3.0,0.0,8.0,1.0,0.0,320.0,176.0,2.0,14.0,9.0,0.0,0.0,384.0,176.0,1.0,4.0,10.0,0.0,0.0,448.0,176.0,2.0,14.0,11.0,0.0,0.0,560.0,304.0,3.0,0.0,12.0,1.0,0.0,560.0,504.0,3.0,0.0,13.0,1.0,0.0,608.0,432.0,1.0,13.0,14.0,0.0,0.0,656.0,248.0,3.0,0.0,15.0,1.0,0.0,656.0,504.0,3.0,0.0,16.0,1.0,0.0,704.0,272.0,2.0,14.0,17.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,39
39,085106CC,0x85116f8,0x85106bc,1,27,14,112.0,152.0,3.0,0.0,0.0,1.0,0.0,144.0,184.0,1.0,28.0,1.0,0.0,0.0,176.0,104.0,4.0,4.0,2.0,51.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,40
40,08510754,0x8511728,0x8510744,1,27,15,112.0,152.0,3.0,0.0,0.0,1.0,0.0,176.0,136.0,4.0,4.0,1.0,68.0,30.0,192.0,120.0,1.0,11.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,41
41,085107D4,0x8511758,0x85107c4,1,33,18,0.0,0.0,2.0,7.0,0.0,1.0,3.0,48.0,152.0,4.0,1.0,1.0,157.0,4.0,120.0,152.0,2.0,15.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,42
42,08510864,0x8511788,0x8510844,2,34,18,0.0,0.0,2.0,7.0,0.0,1.0,3.0,328.0,72.0,1.0,0.0,1.0,0.0,0.0,344.0,72.0,1.0,0.0,2.0,0.0,0.0,432.0,128.0,2.0,18.0,3.0,1.0,0.0,432.0,176.0,1.0,7.0,4.0,0.0,0.0,520.0,72.0,1.0,0.0,5.0,0.0,0.0,536.0,72.0,1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,43
43,08510904,0x85117e8,0x85108d4,3,37,17,0.0,0.0,2.0,7.0,0.0,1.0,3.0,0.0,464.0,1.0,3.0,1.0,1.0,1.0,48.0,152.0,2.0,14.0,2.0,8.0,1.0,112.0,344.0,2.0,15.0,3.0,0.0,0.0,208.0,208.0,1.0,12.0,4.0,0.0,0.0,240.0,344.0,2.0,15.0,5.0,0.0,0.0,272.0,344.0,2.0,15.0,6.0,0.0,0.0,368.0,400.0,2.0,18.0,7.0,1.0,0.0,400.0,280.0,2.0,15.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,44
44,08510984,0x8511860,0x8510974,1,39,18,0.0,0.0,2.0,7.0,0.0,1.0,3.0,112.0,176.0,1.0,12.0,1.0,0.0,0.0,192.0,152.0,4.0,2.0,2.0,94.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Castle Corridor,1,45
45,0851192C,0x85124a8,0x85118fc,3,41,21,80.0,120.0,3.0,0.0,3.0,4.0,0.0,128.0,144.0,1.0,16.0,0.0,0.0,0.0,80.0,248.0,3.0,0.0,4.0,4.0,0.0,168.0,288.0,1.0,16.0,1.0,0.0,0.0,80.0,400.0,3.0,1.0,5.0,4.0,1.0,232.0,416.0,2.0,0.0,6.0,0.0,0.0,48.0,447.0,1.0,32.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,1
46,085119E4,0x8512508,0x85119d4,1,42,19,48.0,120.0,4.0,2.0,0.0,131.0,8.0,104.0,159.0,1.0,61.0,1.0,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,2
47,08511ABC,0x851252c,0x8511a9c,2,42,21,128.0,144.0,1.0,18.0,0.0,0.0,0.0,160.0,144.0,1.0,24.0,1.0,0.0,0.0,256.0,112.0,1.0,0.0,2.0,0.0,0.0,256.0,128.0,3.0,0.0,3.0,3.0,0.0,336.0,144.0,1.0,18.0,4.0,0.0,0.0,432.0,160.0,1.0,24.0,5.0,0.0,0.0,512.0,112.0,1.0,0.0,6.0,0.0,0.0,512.0,128.0,3.0,0.0,7.0,3.0,0.0,576.0,144.0,1.0,18.0,8.0,0.0,0.0,760.0,160.0,2.0,2.0,9.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,3
48,08511B84,0x85125b0,0x8511b64,2,43,13,0.0,0.0,1.0,14.0,9.0,1.0,300.0,96.0,239.0,1.0,4.0,10.0,0.0,0.0,128.0,152.0,4.0,2.0,0.0,105.0,6.0,128.0,856.0,4.0,1.0,1.0,141.0,3.0,176.0,543.0,1.0,4.0,11.0,0.0,0.0,224.0,368.0,2.0,13.0,5.0,0.0,0.0,288.0,368.0,2.0,13.0,6.0,0.0,0.0,312.0,632.0,4.0,3.0,2.0,37.0,27.0,320.0,152.0,4.0,2.0,3.0,100.0,1.0,352.0,767.0,1.0,8.0,12.0,4.0,0.0,512.0,944.0,1.0,4.0,13.0,0.0,0.0,544.0,280.0,1.0,8.0,14.0,2.0,0.0,640.0,216.0,1.0,4.0,15.0,0.0,0.0,752.0,752.0,1.0,8.0,16.0,2.0,0.0,768.0,400.0,2.0,13.0,7.0,0.0,0.0,784.0,152.0,4.0,2.0,4.0,96.0,5.0,832.0,400.0,2.0,13.0,8.0,0.0,0.0,888.0,704.0,1.0,8.0,17.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,4
49,08511C54,0x8512694,0x8511c14,4,43,17,8.0,160.0,2.0,0.0,0.0,0.0,0.0,64.0,160.0,2.0,14.0,1.0,0.0,0.0,160.0,160.0,2.0,14.0,2.0,0.0,0.0,256.0,160.0,2.0,14.0,3.0,0.0,0.0,352.0,160.0,2.0,14.0,4.0,0.0,0.0,512.0,128.0,1.0,14.0,9.0,3.0,60.0,640.0,160.0,2.0,14.0,5.0,0.0,0.0,736.0,160.0,2.0,14.0,6.0,0.0,0.0,832.0,160.0,2.0,14.0,7.0,0.0,0.0,928.0,160.0,2.0,14.0,8.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,5
50,08511D14,0x8512718,0x8511cd4,4,43,18,400.0,184.0,4.0,1.0,0.0,143.0,3.0,128.0,384.0,1.0,29.0,1.0,0.0,0.0,384.0,384.0,1.0,29.0,2.0,0.0,0.0,160.0,416.0,1.0,29.0,3.0,1.0,0.0,352.0,416.0,1.0,29.0,4.0,1.0,0.0,192.0,448.0,1.0,29.0,5.0,0.0,0.0,320.0,448.0,1.0,29.0,6.0,0.0,0.0,32.0,608.0,1.0,11.0,7.0,1.0,0.0,112.0,664.0,2.0,14.0,8.0,0.0,0.0,504.0,672.0,2.0,2.0,9.0,0.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,6
51,08511DCC,0x851279c,0x8511d8c,4,45,18,448.0,120.0,4.0,3.0,0.0,42.0,37.0,144.0,223.0,2.0,10.0,1.0,87.0,10.0,368.0,223.0,2.0,10.0,2.0,87.0,10.0,256.0,256.0,2.0,10.0,3.0,87.0,10.0,208.0,543.0,2.0,10.0,4.0,29.0,10.0,304.0,543.0,2.0,10.0,5.0,29.0,10.0,192.0,607.0,2.0,10.0,6.0,29.0,10.0,320.0,607.0,2.0,10.0,7.0,29.0,10.0,8.0,672.0,2.0,2.0,8.0,1.0,10.0,504.0,672.0,2.0,2.0,9.0,1.0,10.0,168.0,856.0,2.0,25.0,10.0,48.0,1.0,344.0,856.0,2.0,25.0,11.0,48.0,0.0,8.0,928.0,2.0,2.0,12.0,1.0,10.0,504.0,928.0,2.0,2.0,13.0,1.0,10.0,256.0,959.0,1.0,54.0,14.0,1.0,0.0,256.0,959.0,2.0,10.0,15.0,26.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,7
52,08511E64,0x8512868,0x8511e54,1,47,15,80.0,280.0,1.0,17.0,0.0,0.0,0.0,96.0,447.0,2.0,14.0,1.0,1.0,0.0,144.0,152.0,2.0,14.0,2.0,1.0,0.0,304.0,184.0,1.0,17.0,7.0,0.0,0.0,336.0,319.0,1.0,4.0,8.0,0.0,0.0,368.0,152.0,1.0,8.0,9.0,2.0,0.0,368.0,216.0,3.0,0.0,5.0,0.0,1.0,368.0,296.0,3.0,0.0,6.0,0.0,0.0,528.0,152.0,2.0,14.0,3.0,1.0,0.0,592.0,312.0,1.0,8.0,10.0,2.0,0.0,608.0,447.0,2.0,14.0,4.0,1.0,0.0,616.0,216.0,4.0,3.0,11.0,20.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,8
53,08511F34,0x8512904,0x8511ef4,4,47,17,112.0,112.0,3.0,0.0,7.0,4.0,0.0,112.0,304.0,3.0,0.0,8.0,4.0,1.0,160.0,224.0,1.0,19.0,2.0,0.0,0.0,208.0,112.0,3.0,0.0,9.0,4.0,0.0,208.0,664.0,4.0,1.0,1.0,140.0,5.0,224.0,496.0,1.0,13.0,3.0,0.0,0.0,288.0,288.0,1.0,16.0,4.0,0.0,0.0,304.0,112.0,3.0,0.0,10.0,4.0,0.0,304.0,304.0,3.0,0.0,11.0,4.0,0.0,400.0,304.0,3.0,0.0,12.0,4.0,0.0,400.0,432.0,3.0,0.0,13.0,4.0,0.0,400.0,432.0,1.0,16.0,5.0,0.0,0.0,416.0,592.0,1.0,13.0,6.0,0.0,0.0,496.0,304.0,3.0,0.0,14.0,4.0,0.0,496.0,432.0,3.0,0.0,15.0,4.0,0.0,592.0,152.0,3.0,0.0,16.0,4.0,0.0,672.0,152.0,4.0,1.0,0.0,142.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,9
54,08511FE4,0x85129dc,0x8511fc4,2,47,20,56.0,120.0,3.0,0.0,3.0,3.0,0.0,112.0,56.0,2.0,8.0,0.0,3.0,33.0,159.0,159.0,1.0,13.0,2.0,0.0,0.0,200.0,120.0,4.0,4.0,1.0,58.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,10
55,085120BC,0x8512a18,0x851209c,2,47,21,8.0,160.0,2.0,2.0,0.0,0.0,10.0,80.0,175.0,1.0,61.0,2.0,0.0,0.0,192.0,159.0,1.0,2.0,3.0,0.0,0.0,256.0,128.0,3.0,0.0,7.0,3.0,0.0,304.0,175.0,1.0,61.0,4.0,0.0,0.0,352.0,159.0,1.0,18.0,5.0,0.0,0.0,400.0,175.0,1.0,61.0,6.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,11
56,0851217C,0x8512a78,0x851214c,3,49,20,64.0,96.0,3.0,0.0,5.0,4.0,0.0,184.0,112.0,1.0,16.0,0.0,0.0,0.0,168.0,264.0,1.0,0.0,1.0,0.0,0.0,64.0,272.0,3.0,0.0,6.0,4.0,0.0,120.0,328.0,1.0,0.0,2.0,0.0,0.0,136.0,328.0,1.0,0.0,3.0,0.0,0.0,176.0,384.0,1.0,14.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,12
57,085121FC,0x8510a44,0x85121ec,1,42,18,0.0,0.0,2.0,31.0,0.0,0.0,0.0,224.0,160.0,2.0,29.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,13
58,08512284,0x8512ad8,0x8512264,2,42,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,14
59,085122FC,0x8510f84,0x85122ec,1,48,20,0.0,0.0,2.0,29.0,0.0,1.0,0.0,0.0,0.0,2.0,28.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,15
60,085123AC,0x8512ae4,0x851238c,2,40,20,0.0,0.0,1.0,20.0,0.0,2.0,1.0,48.0,176.0,3.0,0.0,1.0,4.0,0.0,144.0,248.0,2.0,25.0,2.0,32.0,0.0,48.0,304.0,3.0,0.0,3.0,4.0,0.0,192.0,312.0,1.0,32.0,4.0,0.0,0.0,144.0,440.0,1.0,32.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,16
61,08512484,0x8512b38,0x8512464,2,41,20,128.0,152.0,1.0,18.0,0.0,0.0,0.0,208.0,152.0,1.0,13.0,1.0,0.0,0.0,256.0,128.0,3.0,0.0,2.0,3.0,1.0,304.0,152.0,1.0,13.0,3.0,0.0,0.0,384.0,152.0,1.0,18.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chapel,2,17
62,08512BE4,0x8513870,0x8512bd4,1,39,24,24.0,120.0,4.0,2.0,0.0,133.0,20.0,128.0,184.0,5.0,3.0,1.0,47.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study,3,1
63,08512C8C,0x8513894,0x8512c5c,3,40,24,16.0,128.0,2.0,8.0,0.0,6.0,34.0,92.0,320.0,1.0,27.0,1.0,0.0,0.0,154.0,255.0,1.0,18.0,2.0,0.0,0.0,207.0,340.0,1.0,27.0,3.0,0.0,0.0,208.0,384.0,3.0,0.0,4.0,5.0,1.0,288.0,432.0,1.0,28.0,5.0,0.0,0.0,304.0,318.0,1.0,27.0,6.0,0.0,0.0,338.0,164.0,1.0,27.0,7.0,0.0,0.0,448.0,127.0,4.0,1.0,8.0,144.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study,3,2
64,08512D24,0x851390c,0x8512d04,2,42,24,128.0,184.0,4.0,2.0,0.0,132.0,9.0,256.0,127.0,3.0,0.0,1.0,2.0,0.0,448.0,151.0,3.0,0.0,2.0,2.0,0.0,512.0,176.0,1.0,25.0,3.0,0.0,1.0,528.0,151.0,3.0,0.0,4.0,2.0,0.0,608.0,112.0,1.0,19.0,5.0,0.0,0.0,624.0,151.0,3.0,0.0,6.0,2.0,1.0,720.0,151.0,3.0,0.0,7.0,2.0,0.0,768.0,151.0,3.0,0.0,8.0,2.0,0.0,768.0,176.0,1.0,25.0,9.0,0.0,1.0,816.0,151.0,3.0,0.0,10.0,2.0,1.0,912.0,151.0,3.0,0.0,11.0,2.0,0.0,960.0,176.0,1.0,25.0,12.0,0.0,1.0,976.0,151.0,3.0,0.0,13.0,2.0,0.0,1040.0,176.0,1.0,8.0,14.0,4.0,0.0,1104.0,151.0,3.0,0.0,15.0,2.0,0.0,1168.0,151.0,3.0,0.0,16.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study,3,3
65,08512DBC,0x85139e4,0x8512d9c,2,42,25,0.0,0.0,2.0,7.0,0.0,1.0,25.0,160.0,151.0,3.0,0.0,1.0,5.0,0.0,208.0,176.0,1.0,24.0,2.0,0.0,0.0,256.0,112.0,1.0,27.0,3.0,0.0,0.0,272.0,176.0,1.0,23.0,4.0,0.0,0.0,304.0,128.0,1.0,27.0,5.0,0.0,0.0,352.0,151.0,3.0,0.0,6.0,5.0,0.0,496.0,144.0,1.0,24.0,7.0,0.0,0.0,640.0,151.0,3.0,0.0,8.0,5.0,1.0,648.0,128.0,1.0,27.0,9.0,0.0,0.0,768.0,112.0,1.0,27.0,10.0,0.0,0.0,800.0,144.0,1.0,23.0,11.0,0.0,0.0,832.0,151.0,3.0,0.0,12.0,5.0,0.0,1008.0,127.0,3.0,0.0,13.0,5.0,0.0,1136.0,144.0,1.0,24.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study,3,4
66,08512E54,0x8513aa4,0x8512e34,2,42,26,0.0,0.0,2.0,32.0,0.0,5.0,0.0,24.0,135.0,3.0,0.0,1.0,5.0,0.0,216.0,135.0,3.0,0.0,2.0,5.0,0.0,80.0,159.0,2.0,11.0,3.0,10.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Study,3,5
