Totem Pole C chest (left),971114067,3,ungaga,Totem Pole C,0x01CE4909,0x80,Tasty Water
Muska Lacka SMT entrance chest (left),971114068,3,,,0x01CE490E,0x40,Fluffy Doughnut
Muska Lacka SMT entrance chest (right),971114069,3,,,0x01CE490F,0x01,Witch Parfait
Muska Lacka entrance chest (left),971114070,3,,,0x01CE490E,0x80,Fish Candy
Muska Lacka entrance chest (right),971114071,3,ungaga,,0x01CE490F,0x08,Grass Cake
SMT (right of stairs),971114072,3,,,0x01CE52CD,0x10,Gourd
SMT (right rock),971114073,3,,,0x01CE52CD,0x40,Stone Breaker
SMT (right wall),971114074,3,ungaga,,0x01CE52CD,0x20,Fruit of Eden
SMT (left wall),971114075,3,ungaga,,0x01CE52CE,0x01,Fire Gem
SMT (far left),971114076,3,,,0x01CE52CD,0x80,Anti-Goo Amulet
Yellow Drops Shop room chest 1,971115001,4,,,0x01CE4E0B,0x02,Fruit of Eden
Yellow Drops Shop room chest 2,971115002,4,,,0x01CE4E0B,0x04,Metal Breaker
Yellow Drops Shop room chest 3,971115003,4,osmond,,0x01CE4E0B,0x01,Gourd
Yellow Drops Shop Outside chest,971115004,4,osmond,,0x01CE4E06,0x01,Gourd
Samba's House Inside chest 1,971115005,4,,,0x01CE4E07,0x04,Gourd
Samba's House Inside chest 2,971115006,4,,,0x01CE4E07,0x10,Metal Breaker
Samba's House Inside chest 3,971115007,4,,,0x01CE4E07,0x08,Fruit of Eden
Samba's House Outside chest,971115008,4,,,0x01CE4E06,0x08,Anti-Curse Amulet
Lumba's House Inside chest 1,971115009,4,,,0x01CE4E08,0x40,Cheese
Lumba's House Inside chest 2,971115010,4,,,0x01CE4E08,0x20,Fruit of Eden
Lumba's House Inside chest 3,971115011,4,osmond,,0x01CE4E08,0x10,Gourd
Lumba's House Outside chest,971115012,4,,,0x01CE4E06,0x10,Anti-Goo Amulet
Flammi's House Inside chest 1,971115013,4,,,0x01CE4E0A,0x01,Anti-Freeze Amulet
Flammi's House Inside chest 2,971115014,4,,,0x01CE4E09,0x40,Gourd
Flammi's House Inside chest 3,971115015,4,osmond,,0x01CE4E09,0x80,Fruit of Eden
Flammi's House Outside chest,971115016,4,,,0x01CE4E06,0x04,Cheese
Yellow Drops path to Moon Sea chest 1,971115017,4,,,0x01CE4E06,0x40,Grass Cake
Yellow Drops entrance path chest,971115018,4,osmond,,0x01CE4E06,0x20,Carrot Cookie
Yellow Drops near Marnia chest,971115019,4,osmond,,0x01CE4E06,0x02,Fruit of Eden
Factory Floor chest 1,971115020,4,,,0x01CE494C,0x08,Fish Candy
Factory Floor chest 2,971115021,4,,,0x01CE494C,0x04,Fluffy Doughnut
Factory Floor chest 3,971115022,4,osmond,,0x01CE494C,0x80,Grass Cake
Factory chest (observation platform),971115023,4,osmond,,0x01CE494C,0x10,Witch Parfait
Factory chest (ramp by door),971115024,4,osmond,,0x01CE494C,0x40,Carrot Cookie
Factory Floor chest (floor by ramp),971115025,4,osmond,,0x01CE494C,0x20,Scorpion Jerky
Parts HD chest 1,971115026,4,,Parts HD,0x01CE4934,0x10,Gourd
Parts HD chest 2,971115027,4,osmond,Parts HD,0x01CE4934,0x20,Fruit of Eden
Parts AMR chest 1,971115028,4,,Parts AMR,0x01CE4935,0x40,Undead Buster
Parts AMR chest 2,971115029,4,,Parts AMR,0x01CE4935,0x80,Fire Gem
Parts AML chest 1,971115030,4,osmond,Parts AML,0x01CE4937,0x01,Stone Breaker
Parts AML chest 2,971115031,4,osmond,Parts AML,0x01CE4937,0x02,Powerup Powder
Parts HGR chest 1,971115032,4,,Parts HGR,0x01CE4938,0x04,Metal Breaker
Parts HGR chest 2,971115033,4,,Parts HGR,0x01CE4938,0x08,Attack+
Parts HGL chest 1,971115034,4,osmond,Parts HGL,0x01CE4939,0x10,Sky Hunter
Parts HGL chest 2,971115035,4,osmond,Parts HGL,0x01CE4939,0x20,Holy Water
Parts HGR2 chest 1,971115036,4,,Parts HGR2,0x01CE493A,0x40,Wind
Parts HGR2 chest 2,971115037,4,,Parts HGR2,0x01CE493A,0x80,Magic+
Parts HGL2 chest 1,971115038,4,,Parts HGL2,0x01CE493C,0x01,Antidote Amulet
Parts HGL2 chest 2,971115039,4,osmond,Parts HGL2,0x01CE493C,0x02,Wind Gem
Parts CT chest 1,971115040,4,osmond,Parts CT,0x01CE493D,0x04,Gourd
Parts CT chest 2,971115041,4,osmond,Parts CT,0x01CE493D,0x08,Repair Powder
Parts WT chest 1,971115042,4,osmond,Parts WT,0x01CE493E,0x10,Fruit of Eden
Parts WT chest 2,971115043,4,osmond,Parts WT,0x01CE493E,0x20,Mighty Healing
Parts TIR chest 1,971115044,4,osmond,Parts TIR,0x01CE493F,0x40,Fire
Parts TIR chest 2,971115045,4,osmond,Parts TIR,0x01CE493F,0x80,Stamina Drink
Parts TIL chest 1,971115046,4,osmond,Parts TIL,0x01CE4941,0x01,Ice
Parts TIL chest 2,971115047,4,osmond,Parts TIL,0x01CE4941,0x02,Attack+
Parts FTR chest 1,971115048,4,osmond,Parts FTR,0x01CE4942,0x04,Thunder
Parts FTR chest 2,971115049,4,osmond,Parts FTR,0x01CE4942,0x08,Endurance+
Parts FTL chest 1,971115050,4,osmond,Parts FTL,0x01CE4943,0x10,Holy
Parts FTL chest 2,971115051,4,osmond,Parts FTL,0x01CE4943,0x20,Speed+
Factory Lookout chest (ground),971115052,4,,Lookout,0x01CE4944,0x40,Gourd
Factory Lookout chest (1st level),971115053,4,osmond,Lookout Ladder 1,0x01CE4944,0x80,Fruit of Eden
Factory Lookout chest (2nd level),971115054,4,osmond,Lookout Ladder 2,0x01CE4945,0x01,Metal Breaker
