Team,Level,Name,Code,Act,Region,Rule,Location Type,Hint Info,Notes
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 64,0x9393044b,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 65,0x9393044c,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 66,0x9393044d,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 67,0x9393044e,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 68,0x9393044f,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 69,0x93930450,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 70,0x93930451,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 71,0x93930452,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 72,0x93930453,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 73,0x93930454,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 74,0x93930455,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 75,0x93930456,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 76,0x93930457,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 77,0x93930458,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 78,0x93930459,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 79,0x9393045a,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 80,0x9393045b,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 81,0x9393045c,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 82,0x9393045d,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 83,0x9393045e,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 84,0x9393045f,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 85,0x93930460,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 86,0x93930461,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 87,0x93930462,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 88,0x93930463,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 89,0x93930464,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 90,0x93930465,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 91,0x93930466,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 92,0x93930467,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 93,0x93930468,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 94,0x93930469,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 95,0x9393046a,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 96,0x9393046b,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 97,0x9393046c,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 98,0x9393046d,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 99,0x9393046e,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Bullet Station,Bullet Station Dark Act 2 Enemies Killed: 100,0x9393046f,2,Bullet Station Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 1,0x93930470,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 2,0x93930471,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 3,0x93930472,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 4,0x93930473,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 5,0x93930474,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 6,0x93930475,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 7,0x93930476,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 8,0x93930477,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 9,0x93930478,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 10,0x93930479,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 11,0x9393047a,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 12,0x9393047b,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 13,0x9393047c,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 14,0x9393047d,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 15,0x9393047e,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 16,0x9393047f,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 17,0x93930480,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 18,0x93930481,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 19,0x93930482,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 20,0x93930483,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 21,0x93930484,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 22,0x93930485,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 23,0x93930486,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 24,0x93930487,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 25,0x93930488,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 26,0x93930489,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 27,0x9393048a,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 28,0x9393048b,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 29,0x9393048c,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 30,0x9393048d,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 31,0x9393048e,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 32,0x9393048f,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 33,0x93930490,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 34,0x93930491,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 35,0x93930492,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 36,0x93930493,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 37,0x93930494,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 38,0x93930495,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 39,0x93930496,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 40,0x93930497,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 41,0x93930498,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 42,0x93930499,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 43,0x9393049a,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 44,0x9393049b,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 45,0x9393049c,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 46,0x9393049d,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 47,0x9393049e,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 48,0x9393049f,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 49,0x939304a0,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 50,0x939304a1,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 51,0x939304a2,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 52,0x939304a3,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 53,0x939304a4,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 54,0x939304a5,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 55,0x939304a6,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 56,0x939304a7,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 57,0x939304a8,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 58,0x939304a9,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 59,0x939304aa,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 60,0x939304ab,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 61,0x939304ac,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 62,0x939304ad,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 63,0x939304ae,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 64,0x939304af,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 65,0x939304b0,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 66,0x939304b1,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 67,0x939304b2,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 68,0x939304b3,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 69,0x939304b4,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 70,0x939304b5,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 71,0x939304b6,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 72,0x939304b7,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 73,0x939304b8,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 74,0x939304b9,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 75,0x939304ba,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 76,0x939304bb,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 77,0x939304bc,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 78,0x939304bd,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 79,0x939304be,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 80,0x939304bf,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 81,0x939304c0,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 82,0x939304c1,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 83,0x939304c2,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 84,0x939304c3,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 85,0x939304c4,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 86,0x939304c5,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 87,0x939304c6,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 88,0x939304c7,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 89,0x939304c8,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 90,0x939304c9,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 91,0x939304ca,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 92,0x939304cb,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 93,0x939304cc,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 94,0x939304cd,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 95,0x939304ce,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 96,0x939304cf,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 97,0x939304d0,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 98,0x939304d1,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 99,0x939304d2,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Frog Forest,Frog Forest Dark Act 2 Enemies Killed: 100,0x939304d3,2,Frog Forest Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 1,0x939304d4,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 2,0x939304d5,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 3,0x939304d6,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 4,0x939304d7,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 5,0x939304d8,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 6,0x939304d9,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 7,0x939304da,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 8,0x939304db,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 9,0x939304dc,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 10,0x939304dd,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 11,0x939304de,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 12,0x939304df,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 13,0x939304e0,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 14,0x939304e1,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 15,0x939304e2,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 16,0x939304e3,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 17,0x939304e4,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 18,0x939304e5,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 19,0x939304e6,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 20,0x939304e7,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 21,0x939304e8,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 22,0x939304e9,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 23,0x939304ea,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 24,0x939304eb,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 25,0x939304ec,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 26,0x939304ed,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 27,0x939304ee,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 28,0x939304ef,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 29,0x939304f0,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 30,0x939304f1,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 31,0x939304f2,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 32,0x939304f3,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 33,0x939304f4,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 34,0x939304f5,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 35,0x939304f6,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 36,0x939304f7,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 37,0x939304f8,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 38,0x939304f9,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 39,0x939304fa,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 40,0x939304fb,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 41,0x939304fc,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 42,0x939304fd,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 43,0x939304fe,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 44,0x939304ff,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 45,0x93930500,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 46,0x93930501,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 47,0x93930502,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 48,0x93930503,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 49,0x93930504,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 50,0x93930505,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 51,0x93930506,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 52,0x93930507,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 53,0x93930508,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 54,0x93930509,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 55,0x9393050a,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 56,0x9393050b,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 57,0x9393050c,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
Dark,Lost Jungle,Lost Jungle Dark Act 2 Enemies Killed: 58,0x9393050d,2,Lost Jungle Dark ObjSanity,,ObjSanity,,
